KODE;NAMA;SAT;SAT2;KONVSAT2;SAT3;KONVSAT3;SAT4;KONVSAT4;SAT5;KONVSAT5;SAT6;KONVSAT6;SAT7;KONVSAT7;SAT8;KONVSAT8;SAT9;KONVSAT9;SAT10;KONVSAT10;HARGABELI;HPP;HARGAJUAL1;MINQTY;HARGAJUAL2;MINQTY2;HARGAJUAL3;MINQTY3;
-08998866107549;EMERON GINSENG HIJAU;RTG;RTG;1;KTK;21;;0;;0;;0;;0;;0;;0;;0;4524;0;6000;0;0;0;0;0;
-8994834008443;MISTER BEBETO 15G;PCS;PCS;1;LSN;40;;0;;0;;0;;0;;0;;0;;0;1737;0;2000;0;0;0;0;0;
00004;KURMA GOLDEN PALLEY                                   #UPDATE#04/02/2023#;KTK;KTK;1;KTK;1;;0;;0;;0;;0;;0;;0;;0;210000;210000;230000;0;0;0;0;0;
00005;AS KLEP NEOTECH THALLND                               #UPDATE#09/01/2024#;BH;;0;;0;;0;;0;;0;;0;;0;;0;;0;85000;17575.7576;170000;0;0;0;0;0;
00007;CARBURATOR BEAT  MOXIS                                #UPDATE#09/01/2024#;BH;;0;;0;;0;;0;;0;;0;;0;;0;;0;180000;546.2863;180000;0;0;0;0;0;
00021;PITATO STIK BALADO;PCS;PCS;1;LSN;40;;0;;0;;0;;0;;0;;0;;0;1725;0;2000;0;0;0;0;0;
00422;CARBURATOR MIO THALLND                                #UPDATE#09/01/2024#;BH;KTK;1;;0;;0;;0;;0;;0;;0;;0;;0;210000;101260.8696;350000;0;0;0;0;0;
02021;CARBURATOR KHARISMA MOXIS                             #UPDATE#09/01/2024#;BH;BH;1;;0;;0;;0;;0;;0;;0;;0;;0;125000;17858;200000;0;0;0;0;0;
03001;ADEM SARI                           #COVID19;KTK;KTK;1;KTK;1;;0;;0;;0;;0;;0;;0;;0;987000;1037760;998000;0;0;0;0;0;
03011;VAPE                                                  #UPDATE#29/10/2022#;KTK;KTK;1;KTK;1;;0;;0;;0;;0;;0;;0;;0;194600;194600;199000;0;0;0;0;0;
03012;ONE TOP SUPER JUMBO                 #COVID19;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;166538;166538;170000;0;0;0;0;0;
03015;KINGKONG                                              #UPDATE#04/04/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;242000;242000;245000;0;0;0;0;0;
04009;WIPOL REFIL 750ML                                     #UPDATE#26/01/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;192500;192500;200000;0;0;0;0;0;
04010;SUPER PEL REFIL 750ML                                 #UPDATE#26/01/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;157500;165300;165000;0;0;0;0;0;
04011;SUNLIGHT 90ML(E/2000)                                 #UPDATE#14/12/2022#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;115000;115000;119000;0;0;0;0;0;
04013;SUNLIGHT 370ML                                        #UPDATE#26/01/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;154000;154000;162000;0;0;0;0;0;
04014;SUNLIGHT 650ML                                        #UPDATE#20/03/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;132500;132500;137000;0;0;0;0;0;
04015;SUPERPEL REFIL 280ML;KTK;KTK;1;KTK;1;;0;;0;;0;;0;;0;;0;;0;101640;101640;105000;0;0;0;0;0;
04019;SUNLIGHT 210 ML                                       #UPDATE#14/12/2022#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;91000;91666.6667;98000;0;0;0;0;0;
04020;SO KLIN CAIR 500                                      #UPDATE#21/11/2022#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;45622;45622;47000;0;0;0;0;0;
04021;SO KLIN POWDER ANTISEPTIC                             #UPDATE#02/05/2023#;KTK;KTK;1;KTK;1;;0;;0;;0;;0;;0;;0;;0;102526;103824;105000;0;0;0;0;0;
04022;SO KLIN LANTAI SST                                    #UPDATE#29/05/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;91394;91394;95000;0;0;0;0;0;
04025;VIXAL REFIL 750ML                                     #UPDATE#26/01/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;192500;192500;200000;0;0;0;0;0;
04056;SO KLIN SMART 900GR                                   #UPDATE#03/01/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;122292;123822.2154;129000;0;0;0;0;0;
05010;MOLTO SACHET 9ML                                      #UPDATE#26/01/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;125500;121438.1974;130000;0;0;0;0;0;
06050;OLE OLE BULAT                                         #UPDATE#24/03/2023#;CRT;;0;;0;;0;;0;;0;;0;;0;;0;;0;155000;155000;160000;0;0;0;0;0;
06051;OLE OLE SEGI                                          #UPDATE#24/03/2023#;CRT;;0;;0;;0;;0;;0;;0;;0;;0;;0;274248;274248;280000;0;0;0;0;0;
06052;HATARI BULAT                                          #UPDATE#24/03/2023#;CRT;;0;;0;;0;;0;;0;;0;;0;;0;;0;177127;177127;185000;0;0;0;0;0;
06053;HATARI SEGI                                           #UPDATE#24/03/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;316418;316418;326000;0;0;0;0;0;
06068;DOWNY 500                                             #UPDATE#26/10/2022#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;261241;271605;277000;0;0;0;0;0;
08003;SOKLIN PEWANGI 1X BILAS SACHET  (2;CRT;;0;;0;;0;;0;;0;;0;;0;;0;;0;86400;86400;90000;0;0;0;0;0;
089686010107;iNDOMIE KALDU AYAM;PCS;PCS;1;KRTN;40;;0;;0;;0;;0;;0;;0;;0;2578;0;3000;0;0;0;0;0;
089686010824;INDOMIE MIE GORENG;PCS;PCS;1;KTK;40;;0;;0;;0;;0;;0;;0;;0;2900;0;3500;0;0;0;0;0;
089686017199;sarimi kaldu ayam biasa;PCS;pcs;1;lsn;40;;0;;0;;0;;0;;0;;0;;0;1522;0;2500;0;0;0;0;0;
089686021127;INTERMI;PCS;PCS;1;KTK;880;;0;;0;;0;;0;;0;;0;;0;1099;0;1250;0;0;0;0;0;
089686043433;indomie mie goreng ayam geprek;PCS;pcs;1;lsn;40;;0;;0;;0;;0;;0;;0;;0;2712;0;4000;0;0;0;0;0;
089686060027;POP MIE RASA AYAM;PCS;PCS;1;KTK;48;;0;;0;;0;;0;;0;;0;;0;4250;0;6000;0;0;0;0;0;
089686060102;pop mie pedes gledek;pcs;pcs;1;ktk;12;;0;;0;;0;;0;;0;;0;;0;4792;0;6500;0;0;0;0;0;
089686060126;POP MIE RASA BASO;PCS;PCS;1;KTK;24;;0;;0;;0;;0;;0;;0;;0;4229;0;5500;0;0;0;0;0;
089686060362;POP MIE SOTO AYAM;PCS;PCS;1;KTK;48;;0;;0;;0;;0;;0;;0;;0;4250;0;6000;0;0;0;0;0;
089686060461;pop mie kari ayam;PCS;pcs;1;KTK;48;;0;;0;;0;;0;;0;;0;;0;4250;0;6000;0;0;0;0;0;
089686061024;pop mie mini;PCS;pcs;1;pcs;12;;0;;0;;0;;0;;0;;0;;0;3416;0;4000;0;0;0;0;0;
089686067002;pop mie pedes dower kuah;PCS;pcs;1;pcs;12;;0;;0;;0;;0;;0;;0;;0;5000;0;6500;0;0;0;0;0;
089686067019;pop mie pangsit jontor;pcs;pcs;1;ktk;12;;0;;0;;0;;0;;0;;0;;0;4792;0;6500;0;0;0;0;0;
089686380262;indofood kaldu ayam;pcs;pcs;1;btl;10;;0;;0;;0;;0;;0;;0;;0;9000;0;10000;0;0;0;0;0;
089686386011;Racik nasi goreng;PCS;pcs;1;RTG;60;;0;;0;;0;;0;;0;;0;;0;1650;0;2000;0;0;0;0;0;
089686386066;Racik ayam goreng;PCS;pcs;1;RTG;20;;0;;0;;0;;0;;0;;0;;0;1650;0;2000;0;0;0;0;0;
089686386462;racik ikan goreng;PCS;pcs;1;RTG;60;;0;;0;;0;;0;;0;;0;;0;1650;0;2000;0;0;0;0;0;
089686400427;INDOFOOD SAMBAL PEDAS BTL;BTL;BTL;1;BTL;6;;0;;0;;0;;0;;0;;0;;0;6500;0;8000;0;0;0;0;0;
089686400816;INDOFOOD EXTRA PEDAS;PCS;PCS;1;PCS;12;;0;;0;;0;;0;;0;;0;;0;7000;0;8500;0;0;0;0;0;
089686611601;QTELA BBQ*3000AN;PCS;PCS;1;LSN;60;;0;;0;;0;;0;;0;;0;;0;1783;0;3000;0;0;0;0;0;
089686729009;MAXIOCORN 20G;PCS;PCS;1;LSN;60;;0;;0;;0;;0;;0;;0;;0;1750;0;3000;0;0;0;0;0;
089686732139;CITATO LIFE 3000AN24;PCS;PCS;1;ktk;65;;0;;0;;0;;0;;0;;0;;0;2450;0;3000;0;0;0;0;0;
089686734034;chitato 3000an;PCS;pcs;0;lsn;70;;0;;0;;0;;0;;0;;0;;0;2450;0;3000;0;0;0;0;0;
089686923032;SARIMI GELAS;RENTENG;RENTENG;1;KTK;12;;0;;0;;0;;0;;0;;0;;0;8000;0;9000;0;0;0;0;0;
089686923117;SARIMI GELAS BAKSO SAPI;RTG;RTG;1;KRTN;12;;0;;0;;0;;0;;0;;0;;0;8250;0;9000;0;0;0;0;0;
08968696000;MOKO MOKO S;PCS;PCS;1;RTG;12;;0;;0;;0;;0;;0;;0;;0;16000;0;17000;0;0;0;0;0;
089686960013;MOKO MOKO M;PCS;PCS;1;PCS;12;;0;;0;;0;;0;;0;;0;;0;22000;0;11500;0;0;0;0;0;
089686960020;MOKO MOKO L;PCS;PCS;1;RTG;12;;0;;0;;0;;0;;0;;0;;0;22000;0;11500;0;0;0;0;0;
089686960037;MOKO MOKO XL;PCS;PCS;1;RTG;2;;0;;0;;0;;0;;0;;0;;0;13500;0;16000;0;0;0;0;0;
08994449522006;p.lazery yogurt;PCS;pcs;1;pcs;6;;0;;0;;0;;0;;0;;0;;0;5500;0;6500;0;0;0;0;0;
10011;KUKU BIMA ANGGUR                                      #UPDATE#29/12/2022#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;648494;648494;665000;0;0;0;0;0;
10012;KUKU BIMA MANGGA                                      #UPDATE#26/08/2023#;KTK;KTK;1;KTK;1;;0;;0;;0;;0;;0;;0;;0;648494;648494;665000;0;0;0;0;0;
10056;KUKU BIMA JERUK                                       #UPDATE#27/01/2023#;CRT;CRT;1;CRT;1;;0;;0;;0;;0;;0;;0;;0;637000;637000;665000;0;0;0;0;0;
10543GN5700;CARBULATOR;BH;;0;;0;;0;;0;;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;
1350;TOPLES MOTIF 1350 ML;BIJI;BIJI;1;BUAH;6;;0;;0;;0;;0;;0;;0;;0;16000;0;18000;0;0;0;0;0;
140012;R.TWIZZ ROYAL CRUSH LT 16                             #UPDATE#03/05/2023#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;22149;21989.8619;22300;0;0;0;0;0;
140013;R.TWIZZ YELLOW LT 16                                  #UPDATE#03/05/2023#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;22149;21323.9738;22300;0;0;0;0;0;
14002;R.GG                                                  #UPDATE#25/10/2022#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;136000;136000;137000;0;0;0;0;0;
14004;R.GG KING                                             #UPDATE#03/11/2022#;SLOP;SLOP;1;;0;;0;;0;;0;;0;;0;;0;;0;182000;182000;183000;0;0;0;0;0;
14005;R.DJARUM KING                                               #UPDATE#29/05/2023#;SLP;SLP;1;SLP;1;SLP;1;;0;;0;;0;;0;;0;;0;182000;182000;183000;0;0;0;0;0;
14007;R.MILD 12                                             #UPDATE#29/10/2022#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;21843;21843;22000;0;0;0;0;0;
14008;R.MILD 16                                             #UPDATE#29/10/2022#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;28998;28998;29100;0;0;0;0;0;
14009;R.MILD HIJAU BIASA                                    #UPDATE#29/10/2022#;BKS;SLOP;10;TIN;200;TIN;200;TIN;200;;0;;0;;0;;0;;0;13383;13383;13500;0;0;0;0;0;
14010;R.234 12                                              #UPDATE#26/12/2022#;BKS;SLOP;10;TIN;200;TIN;200;TIN;200;;0;;0;;0;;0;;0;17163;17163;17300;0;0;0;0;0;
140101;R.MUSTIKA                                             #UPDATE#27/01/2023#;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;112200;112200;113000;0;0;0;0;0;
140102;R .76 MADU;SLOP;SLOP;1;SLOP;1;;0;;0;;0;;0;;0;;0;;0;114000;114000;137000;0;0;0;0;0;
140103;R.MERCU KRT                                           #UPDATE#30/12/2022#;SLOP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;87000;74000;88000;0;0;0;0;0;
14011;R.234 16                                              #UPDATE#17/12/2022#;BKS;SLOP;10;TIN;200;TIN;200;TIN;200;;0;;0;;0;;0;;0;23670;23670;23800;0;0;0;0;0;
140110;R.POST XLT 16                                           #UPDATE#24/03/2023#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;17604;17634.12;17700;0;0;0;0;0;
14012;R.234 REFILL                                          #UPDATE#02/11/2022#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;19170;19115.6054;19300;0;0;0;0;0;
14014;R.234 MAGNUM                                          #UPDATE#28/10/2022#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;22275;21735.0673;22400;0;0;0;0;0;
14015;R.234 MAGNUM MILD 16                                  #UPDATE#28/11/2022#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;27000;27000.0005;27100;0;0;0;0;0;
14016;R.U-MILD 16                                           #UPDATE#29/05/2023#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;20232;202320;20300;0;0;0;0;0;
14017;R.AVOLUTION 20                                        #UPDATE#29/10/2022#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;34947;34947;35100;0;0;0;0;0;
14018;R.PANAMAS                                             #UPDATE#29/10/2022#;BKS;SLOP;10;TIN;200;TIN;200;TIN;200;;0;;0;;0;;0;;0;13464;16413.0943;13600;0;0;0;0;0;
14019;R.MARLBORO MERAH                                      #UPDATE#29/10/2022#;BKS;SLP;10;SLP;10;SLP;10;;0;;0;;0;;0;;0;;0;37107;37106.9985;37300;0;0;0;0;0;
14020;R.MARLBORO PUTIH                                      #UPDATE#29/10/2022#;BKS;SLP;10;SLP;10;SLP;10;;0;;0;;0;;0;;0;;0;37107;37134.7382;37300;0;0;0;0;0;
140200;R.U-MILD 12                                            #UPDATE#29/05/2023#;BKS;SLOP;10;TIN;100;TIN;100;;0;;0;;0;;0;;0;;0;14436;144360;14600;0;0;0;0;0;
140201;R.TEN KRETEK 12                                       #UPDATE#13/03/2023#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;97000;89340.5139;98000;0;0;0;0;0;
14021;R.DJOHAR MANIK                                        #UPDATE#12/04/2023#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;68500;67000;70000;0;0;0;0;0;
14022;R.GG SIGNATURE HITAM            #O                    #UPDATE#19/11/2022#;SLP;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;;0;212000;212000;213000;0;0;0;0;0;
14023;R.UNION LONG                                          #UPDATE#05/12/2022#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;214900;214660.9976;216000;0;0;0;0;0;
14024;R.UNION KING                                          #UPDATE#05/12/2022#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;214900;212676.2828;216000;0;0;0;0;0;
14025;R.FERR0 16                                            #UPDATE#25/01/2023#;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;163000;133000;169000;0;0;0;0;0;
14026;R.SMS 12;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;107190;105120;108000;0;0;0;0;0;
14027;R.MARCOPOLO PUTIH                                     #UPDATE#21/11/2022#;SLOP;SLOP;1;SLOP;1;;0;;0;;0;;0;;0;;0;;0;166195;164528.4185;168000;0;0;0;0;0;
14028;R.MARCOPOLO GOLD                                      #UPDATE#12/12/2022#;SLP;SLP;1;SLP;1;;0;;0;;0;;0;;0;;0;;0;220750;220750;227500;0;0;0;0;0;
14029;R.UNION KOTAK                                         #UPDATE#05/12/2022#;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;217600;217600;218500;0;0;0;0;0;
14030;R.MILD HIJAU EDISI                                    #UPDATE#29/10/2022#;BKS;SLOP;10;TIN;200;TIN;200;TIN;200;;0;;0;;0;;0;;0;13545;13545;13700;0;0;0;0;0;
140301;R.COMMODORE                                           #UPDATE#02/11/2022#;SLP;SLP;1;SLP;1;;0;;0;;0;;0;;0;;0;;0;234000;234000;235000;0;0;0;0;0;
140302;R.KAMA SKT 12                                         #UPDATE#29/05/2023#;BKS;SLOP;10;TIN;200;TIN;200;TIN;200;;0;;0;;0;;0;;0;6381;58770;6500;0;0;0;0;0;
14031;R.BOSCO;SLP;TIM;20;TIM;20;;0;;0;;0;;0;;0;;0;;0;49250;73875;99000;0;0;0;0;0;
14032;R.TRITON                                              #UPDATE#19/11/2022#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;21240;210273.9817;21850;0;0;0;0;0;
14033;R.NICE BOLD 20;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;169000;153017.8336;170000;0;0;0;0;0;
14034;R.PASOPATI 12                                         #UPDATE#11/11/2022#;BKS;SLOP;10;TIN;200;TIN;200;TIN;200;;0;;0;;0;;0;;0;7155;69210;7600;0;0;0;0;0;
14035;R.LUCKY STRIKE MERAH;SLP;SLP;1;SLP;1;;0;;0;;0;;0;;0;;0;;0;262000;262000;262500;0;0;0;0;0;
14036;R.SAGABOLD                                            #UPDATE#12/11/2022#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;192000;192000;193000;0;0;0;0;0;
14037;R.234 12  EDISI                                       #UPDATE#26/12/2022#;BKS;SLOP;10;TIN;200;TIN;200;TIN;200;;0;;0;;0;;0;;0;17163;17171.6618;17300;0;0;0;0;0;
14041;R.RED MILD                                            #UPDATE#02/11/2022#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;179000;171570.3752;190000;0;0;0;0;0;
14042;R.A1                                                  #UPDATE#26/12/2022#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;179000;172996.4414;180000;0;0;0;0;0;
14044;R.BOSCO 16                                            #UPDATE#24/10/2022#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;79000;69000;80000;0;0;0;0;0;
14045;R.RED FILTER 12                                       #UPDATE#04/07/2023#;SLP;SLP;1;SLP;1;;0;;0;;0;;0;;0;;0;;0;138500;138500;139500;0;0;0;0;0;
14046;R.153 KRETEK 12                                         #UPDATE#23/02/2023#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;197100;197100;198000;0;0;0;0;0;
14047;R.PROMILD MERAH                #OK                    #UPDATE#03/11/2022#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;288000;287604.714;289000;0;0;0;0;0;
14048;R.JAZY MILD 16;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;174000;161506.3938;175000;0;0;0;0;0;
14049;R.VIGOR KRETEK;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;85000;73000;86000;0;0;0;0;0;
14051;R.TEN MILD                                            #UPDATE#25/01/2023#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;199000;195000;200000;0;0;0;0;0;
14052;R.GG MOVE 12                                          #UPDATE#19/11/2022#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;212000;212000;213000;0;0;0;0;0;
14053;R.MARLBORO MENTHOL ICE BURST                          #UPDATE#29/10/2022#;BKS;SLOP;10;SLOP;10;SLOP;10;;0;;0;;0;;0;;0;;0;36162;175845.1899;37300;0;0;0;0;0;
14055;R.MARLBORO CRAFTED 12                                 #UPDATE#17/12/2022#;BKS;SLOP;10;SLOP;10;SLOP;10;;0;;0;;0;;0;;0;;0;9900;9908.6211;10000;0;0;0;0;0;
14056;R.RED BOLD                                            #UPDATE#26/11/2022#;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;238000;238000;239000;0;0;0;0;0;
14057;R.BMW HITAM                                           #UPDATE#31/10/2022#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;86500;86500;87000;0;0;0;0;0;
14060;R.GERBANG PONGGOL 10                                  #UPDATE#05/01/2023#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;69000;68984.1157;72000;0;0;0;0;0;
14061;R.GERBANG EKS 12                                      #UPDATE#31/10/2022#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;136500;135677.2685;139500;0;0;0;0;0;
14062;R.GERBANG EKS 16                                      #UPDATE#31/10/2022#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;180000;179918.9641;190000;0;0;0;0;0;
14063;R.BMW  KUNING                                         #UPDATE#31/10/2022#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;81500;80359.1239;84500;0;0;0;0;0;
14065;R.286 MERAH                                           #UPDATE#06/12/2022#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;64500;64500;65500;0;0;0;0;0;
14066;TEMBAKO 87                                            #UPDATE#06/01/2023#;PAK;CRT;20;CRT;20;CRT;20;;0;;0;;0;;0;;0;;0;158100;158100;159000;0;0;0;0;0;
14067;R.BANDAR                                              #UPDATE#15/04/2023#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;68700;68700;75000;0;0;0;0;0;
14070;R.MILD 16 MENTHOL                                        #UPDATE#29/10/2022#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;28998;28998.1429;29100;0;0;0;0;0;
140709;R. MILD 16 EDISI                                      #UPDATE#29/10/2022#;BKS;SLOP;10;TIN;100;TIN;100;TIN;100;;0;;0;;0;;0;;0;27999;101111.2717;28100;0;0;0;0;0;
14071;R.LA BOLD 20                                          #UPDATE#28/01/2023#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;289000;289000;290000;0;0;0;0;0;
14072;R.MILD 50                                             #UPDATE#17/12/2022#;BKS;SLOP;4;SLOP;4;SLOP;4;;0;;0;;0;;0;;0;;0;76698;76698.0005;77000;0;0;0;0;0;
14073;R.GALAN 12                                              #UPDATE#30/01/2023#12;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;131580;131580;135000;0;0;0;0;0;
14075;R.RAVEN                                               #UPDATE#25/01/2023#;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;174000;173982.3057;175000;0;0;0;0;0;
14076;TEMBAKO MATAHARI;PAK;PAK;1;PAK;1;;0;;0;;0;;0;;0;;0;;0;67000;67000;69000;0;0;0;0;0;
14077;R.LA PB 16                                            #UPDATE#22/11/2022#;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;254000;254000;255000;0;0;0;0;0;
14078;R.PHILIP MORRIS BOLD 12                               #UPDATE#29/05/2023#;BKS;SLOP;10;TIN;100;TIN;100;;0;;0;;0;;0;;0;;0;16182;132300;16300;0;0;0;0;0;
14079;R.GALAN 10                                            #UPDATE#23/06/2023#;SLOP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;87300;87300;93000;0;0;0;0;0;
14080;R.GERBANG LAMA                                        #UPDATE#31/10/2022#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;136500;135950.8716;139500;0;0;0;0;0;
140800;R.234 KOTAK;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;157230;157230;162000;0;0;0;0;0;
14082;R.GG SIGNATURE  MILD                                  #UPDATE#19/11/2022#;SLOP;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;;0;288000;288000;289000;0;0;0;0;0;
14083;R.EVO                                                 #UPDATE#31/12/2022#;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;213300;212359.7015;214000;0;0;0;0;0;
14085;R.MASADA;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;154000;132350.4741;155000;0;0;0;0;0;
14087;R.HALIM                                               #UPDATE#03/11/2022#;SLOP;SLOP;1;SLOP;1;;0;;0;;0;;0;;0;;0;;0;214000;210875;215000;0;0;0;0;0;
14089;R.BMW PUTIH FILTER 12                                 #UPDATE#31/10/2022#;SLOP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;136500;136500;139500;0;0;0;0;0;
14091;R.SAMP A.SPLASH TR 12                                 #UPDATE#17/12/2022#;SLOP;SLOP;1;;0;;0;;0;;0;;0;;0;;0;;0;178650;149400;179000;0;0;0;0;0;
14092;R.GAJAH BARU                                          #UPDATE#28/11/2022#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;192200;192200;193500;0;0;0;0;0;
14093;R.161                                                 #UPDATE#17/12/2022#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;55200;55200;56000;0;0;0;0;0;
14094;388 SEJATI                                            #UPDATE#13/01/2023#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;61700;61700;65000;0;0;0;0;0;
14095;R.INSTA 16                                            #UPDATE#25/01/2023#;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;183000;183000;184000;0;0;0;0;0;
14097;R.A FILTER                                            #UPDATE#29/05/2023#;BKS;SLOP;10;SLOP;10;;0;;0;;0;;0;;0;;0;;0;13230;132300;13350;0;0;0;0;0;
14098;R.SURYA KALENG                                        #UPDATE#28/10/2022#;SLP;SLP;1;SLP;1;;0;;0;;0;;0;;0;;0;;0;92500;900000;2500;0;0;0;0;0;
14100;R.FIX MILD                                            #UPDATE#31/10/2022#;SLP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;168000;161000;169000;0;0;0;0;0;
14102;R.GG DJAJA                                            #UPDATE#03/11/2022#;SLOP;SLOP;1;;0;;0;;0;;0;;0;;0;;0;;0;127000;127000;128000;0;0;0;0;0;
14103;R.INSTA KRETEK 12                                     #UPDATE#24/02/2023#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;97000;90888.8;98000;0;0;0;0;0;
14104;R.ZIGA MILD                                           #UPDATE#25/01/2023#;SLP;TIN;20;TIN;20;TIN;20;;0;;0;;0;;0;;0;;0;135000;135000;136000;0;0;0;0;0;
14105;R.JUMP 16                                             #UPDATE#25/01/2023#;SLOP;TIN;10;TIN;10;TIN;10;;0;;0;;0;;0;;0;;0;173000;173000;174000;0;0;0;0;0;
